case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-001895,2026-01-01T00:00:00Z,2025-10-30T10:45:55Z,webchat,service_request,access_permissions,password_reset,Medium,24.0,4.0,8.5,solved,fixed,false,support,"",11,Standard,London,35-44,Male,"password not working.",Neutral,,"password;login;orbit_id;error"
ND-2025-001896,2026-01-01T00:00:00Z,2025-10-30T13:15:44Z,email,incident,security_privacy,suspicious_activity,High,8.0,1.5,4.0,solved,fixed,false,security,"",22,Enterprise,Yorkshire,45-54,Female,"We received a phishing email pretending to be Northstar.",Negative,5,"security;phishing;spam;alert"
ND-2025-001897,2026-01-01T00:00:00Z,2025-10-31T09:10:15Z,in_app,service_request,account_admin,org_settings,Low,48.0,10.0,15.5,solved,answered,false,support,"",14,Pro,North East,25-34,Male,"Change admin email.",Neutral,4,"settings;email_prefs;admin;user_management"
ND-2025-001898,2026-01-01T00:00:00Z,2025-10-31T11:35:30Z,email,service_request,security_privacy,gdpr_request,Medium,24.0,20.0,22.0,solved,answered,false,security,"",9,Standard,South East,35-44,Female,"Deleting account - please confirm data wipe.",Neutral,3,"gdpr;closure;data;privacy"
ND-2025-001899,2026-01-01T00:00:00Z,2025-10-31T14:50:10Z,webchat,incident,access_permissions,domain_verification,Medium,24.0,3.0,18.0,open,"",false,support,"",5,Standard,London,25-34,Male,"Still waiting on domain verification for Orbit ID.",Negative,,"domain;verification;sso;latency"
ND-2025-001900,2026-01-01T00:00:00Z,2025-10-01T10:20:15Z,email,service_request,security_privacy,mfa_policy,Medium,24.0,5.0,18.0,solved,answered,false,support,"",33,Pro,North West,45-54,Male,"How do I reset my Google Auth for Orbit ID?",Neutral,4,"mfa;google_auth;reset;orbit_id"
ND-2025-001901,2026-01-01T00:00:00Z,2025-10-01T15:30:22Z,phone,incident,access_permissions,locked_out,Urgent,4.0,0.5,1.5,solved,fixed,false,support,"",2,Standard,London,25-34,Female,"Cannot access system error 403.",Negative,3,"locked_out;error;access;permission"
ND-2025-001902,2026-01-01T00:00:00Z,2025-10-02T09:45:10Z,email,service_request,account_admin,audit_log_request,Medium,24.0,21.0,25.0,solved,answered,false,data,"",50,Enterprise,Scotland,35-44,Male,"Audit logs are missing the user ID column.",Neutral,,"audit_log;bug;admin;data"
ND-2025-001903,2026-01-01T00:00:00Z,2025-10-02T13:05:55Z,webchat,service_request,other,sales_inquiry,Low,48.0,12.0,15.0,solved,answered,false,support,"",0,Free,South West,18-24,Female,"Pricing query.",Neutral,,"sales;inquiry;pricing;standard"
ND-2025-001904,2026-01-01T00:00:00Z,2025-10-03T11:10:33Z,email,service_request,security_privacy,soc2,Medium,24.0,23.0,26.0,solved,answered,false,security,"",28,Pro,East of England,45-54,Male,"Vendor assessment form attached.",Neutral,5,"soc2;compliance;security;admin"
ND-2025-001905,2026-01-01T00:00:00Z,2025-10-03T14:40:44Z,in_app,service_request,access_permissions,invite_user,Low,48.0,6.0,10.0,solved,answered,false,support,"",7,Standard,West Midlands,25-34,Female,"Invite not working.",Neutral,,"invite;user_management;bug;admin"
ND-2025-001906,2026-01-01T00:00:00Z,2025-10-04T08:25:20Z,email,incident,security_privacy,suspicious_activity,High,8.0,1.5,3.5,solved,fixed,true,security,engineering,14,Pro,London,35-44,Male,"Suspicious activity alert received last night.",Negative,4,"suspicious_login;alert;security;orbit_id"
ND-2025-001907,2026-01-01T00:00:00Z,2025-10-04T12:50:05Z,webchat,service_request,account_admin,user_add_remove,Low,48.0,41.0,43.5,solved,fixed,false,support,"",19,Standard,Yorkshire,55-64,Female,"Delete user please.",Neutral,5,"user_management;admin;closure;security"
ND-2025-001908,2026-01-01T00:00:00Z,2025-10-05T09:35:18Z,email,incident,access_permissions,sso_setup,Medium,24.0,8.0,12.0,solved,workaround,false,support,"",36,Enterprise,North East,25-34,Male,"SSO redirect loop on login.",Negative,3,"sso;loop;bug;login"
ND-2025-001909,2026-01-01T00:00:00Z,2025-10-05T15:15:50Z,phone,service_request,other,wrong_number,Low,48.0,0.2,0.5,solved,cancelled,false,support,"",0,Free,London,18-24,Female,"sorry wrong number",Neutral,,"other;miscellaneous"
ND-2025-001910,2026-01-01T00:00:00Z,2025-10-06T10:40:25Z,email,service_request,security_privacy,gdpr_request,Medium,24.0,20.0,23.0,solved,answered,false,security,"",12,Standard,Wales,35-44,Male,"GDPR article 15 request.",Neutral,,"gdpr;privacy;legal;admin"
ND-2025-001911,2026-01-01T00:00:00Z,2025-10-06T13:55:10Z,webchat,incident,access_permissions,account_locked,Urgent,4.0,1.0,2.5,solved,fixed,false,support,"",4,Pro,South East,25-34,Female,"Locked out please unlock.",Negative,5,"locked_out;orbit_id;admin;urgent"
ND-2025-001912,2026-01-01T00:00:00Z,2025-10-07T08:30:33Z,email,service_request,account_admin,notification_settings,Low,48.0,45.0,47.0,solved,answered,false,support,"",22,Standard,London,45-54,Male,"Too many emails.",Negative,2,"notifications;email_prefs;spam;admin"
ND-2025-001913,2026-01-01T00:00:00Z,2025-10-07T11:05:45Z,in_app,service_request,security_privacy,mfa_policy,Medium,24.0,5.0,15.0,solved,answered,false,support,"",15,Pro,Scotland,25-34,Female,"Reset my 2FA please.",Neutral,4,"mfa;reset;orbit_id;admin"
ND-2025-001914,2026-01-01T00:00:00Z,2025-10-08T14:20:12Z,email,incident,security_privacy,vulnerability_disclosure,High,8.0,2.5,8.0,solved,fixed,true,security,engineering,40,Enterprise,North West,35-44,Male,"Header injection vulnerability in report emailer.",Neutral,,"vulnerability;email;security;bug"
ND-2025-001915,2026-01-01T00:00:00Z,2025-10-09T09:10:55Z,phone,service_request,access_permissions,role_assignment,Medium,24.0,4.5,10.0,solved,fixed,false,support,"",9,Standard,East Midlands,25-34,Female,"Change user role to admin.",Neutral,5,"role_assignment;admin;permissions;user_management"
ND-2025-001916,2026-01-01T00:00:00Z,2025-10-09T11:35:20Z,webchat,service_request,other,test_ticket,Low,48.0,1.0,1.5,solved,cancelled,false,support,"",1,Free,London,18-24,Male,"testing",Neutral,,"other;miscellaneous"
ND-2025-001917,2026-01-01T00:00:00Z,2025-10-10T15:00:30Z,email,service_request,account_admin,org_settings,Low,48.0,30.0,35.0,solved,answered,false,support,"",18,Pro,South West,45-54,Female,"Update company address.",Neutral,4,"settings;admin;organization;billing"
ND-2025-001918,2026-01-01T00:00:00Z,2025-10-11T08:50:44Z,email,incident,security_privacy,suspicious_activity,Medium,24.0,12.0,20.0,solved,answered,false,security,"",6,Standard,London,25-34,Male,"Login alert from unusual location.",Negative,3,"suspicious_login;security;alert;orbit_id"
ND-2025-001919,2026-01-01T00:00:00Z,2025-10-11T13:25:05Z,webchat,service_request,access_permissions,password_reset,Medium,24.0,2.0,6.0,solved,fixed,false,support,"",3,Standard,Northern Ireland,35-44,Female,"Need password reset.",Neutral,,"password;login;reset;orbit_id"
ND-2025-001920,2026-01-01T00:00:00Z,2025-10-12T09:40:15Z,email,service_request,security_privacy,mfa_policy,High,8.0,4.0,8.5,solved,answered,false,security,"",24,Pro,Yorkshire,45-54,Male,"MFA setup guide needed.",Neutral,5,"mfa;setup;how_to;docs"
ND-2025-001921,2026-01-01T00:00:00Z,2025-10-13T10:15:50Z,in_app,service_request,account_admin,audit_log_request,Medium,24.0,18.0,22.0,solved,answered,false,support,"",13,Pro,North East,25-34,Female,"Who changed the dashboard filter?",Neutral,,"audit_log;dashboard;filter;admin"
ND-2025-001922,2026-01-01T00:00:00Z,2025-10-14T14:30:22Z,phone,incident,access_permissions,locked_out,Urgent,4.0,0.8,2.0,solved,fixed,false,support,"",5,Standard,London,35-44,Male,"Locked out of everything.",Negative,5,"locked_out;urgent;outage;login"
ND-2025-001923,2026-01-01T00:00:00Z,2025-10-15T08:55:10Z,email,service_request,other,sales_inquiry,Low,48.0,24.0,28.0,solved,answered,false,support,"",0,Free,East Midlands,25-34,Female,"Upgrade pricing?",Neutral,,"sales;inquiry;pricing;upgrade"
ND-2025-001924,2026-01-01T00:00:00Z,2025-10-15T11:40:33Z,webchat,incident,security_privacy,session_timeout,Medium,24.0,5.5,10.0,solved,answered,false,engineering,"",30,Enterprise,South East,45-54,Male,"Logging out constantly.",Negative,2,"session_timeout;bug;login;orbit_id"
ND-2025-001925,2026-01-01T00:00:00Z,2025-10-16T15:05:44Z,email,service_request,access_permissions,domain_verification,Medium,24.0,16.0,20.0,solved,answered,false,support,"",10,Pro,Scotland,25-34,Female,"Domain not verifying.",Neutral,4,"domain;verification;error;sso"
ND-2025-001926,2026-01-01T00:00:00Z,2025-10-17T09:20:18Z,email,service_request,account_admin,data_retention,Low,48.0,40.0,44.0,solved,answered,false,data,"",50,Enterprise,London,55-64,Male,"Retention policy query.",Neutral,,"retention;policy;data;admin"
ND-2025-001927,2026-01-01T00:00:00Z,2025-10-18T12:00:05Z,webchat,service_request,security_privacy,gdpr_request,Medium,24.0,15.0,18.0,solved,answered,false,security,"",8,Standard,North West,25-34,Female,"Remove my details.",Neutral,3,"gdpr;privacy;closure;admin"
ND-2025-001928,2026-01-01T00:00:00Z,2025-10-19T08:40:50Z,in_app,service_request,other,test_ticket,Low,48.0,0.5,1.0,solved,cancelled,false,support,"",2,Free,Wales,18-24,Male,"ignore",Neutral,,"other;miscellaneous"
ND-2025-001929,2026-01-01T00:00:00Z,2025-10-20T10:30:25Z,email,incident,security_privacy,suspicious_activity,High,8.0,3.0,5.0,solved,fixed,true,security,engineering,35,Enterprise,London,35-44,Female,"We have a breach.",Negative,5,"breach;security;urgent;alert"
ND-2025-001930,2026-01-01T00:00:00Z,2025-10-21T13:10:44Z,phone,service_request,access_permissions,mfa_reset,Urgent,4.0,0.6,1.8,solved,fixed,false,support,"",12,Pro,South West,45-54,Male,"Reset 2FA now.",Negative,4,"mfa;reset;urgent;orbit_id"
ND-2025-001931,2026-01-01T00:00:00Z,2025-10-22T09:15:30Z,email,service_request,account_admin,user_add_remove,Low,48.0,35.0,38.0,solved,fixed,false,support,"",20,Standard,East of England,25-34,Female,"Add user to account.",Neutral,5,"user_management;admin;setup;invite"
ND-2025-001932,2026-01-01T00:00:00Z,2025-10-23T11:50:12Z,webchat,service_request,security_privacy,mfa_policy,Medium,24.0,6.0,10.0,solved,duplicate,false,support,"",16,Pro,London,35-44,Male,"Why MFA?",Negative,2,"mfa;policy;complaint;orbit_id"
ND-2025-001933,2026-01-01T00:00:00Z,2025-10-24T14:40:55Z,email,incident,other,spam,Low,48.0,46.0,47.0,solved,cancelled,false,support,"",0,Free,North East,25-34,Female,"Best SEO services.",Neutral,,"spam;other;sales"
ND-2025-001934,2026-01-01T00:00:00Z,2025-10-25T08:30:10Z,in_app,service_request,access_permissions,invite_user,Low,48.0,10.0,15.0,solved,answered,false,support,"",6,Standard,Scotland,18-24,Male,"Invite not received.",Neutral,4,"invite;email;bug;user_management"
ND-2025-001935,2026-01-01T00:00:00Z,2025-10-26T10:15:22Z,email,service_request,account_admin,audit_log_request,Medium,24.0,19.0,22.5,solved,answered,false,support,"",25,Enterprise,London,45-54,Female,"Export audit logs.",Neutral,5,"audit_log;export;csv;admin"
ND-2025-001936,2026-01-01T00:00:00Z,2025-10-27T12:55:44Z,phone,incident,security_privacy,suspicious_activity,High,8.0,2.0,4.0,solved,fixed,false,security,"",14,Pro,West Midlands,35-44,Male,"Hacked account?",Negative,5,"suspicious_login;security;hacked;orbit_id"
ND-2025-001937,2026-01-01T00:00:00Z,2025-10-27T15:30:05Z,webchat,service_request,access_permissions,sso_setup,Medium,24.0,8.0,12.0,solved,answered,false,support,"",40,Enterprise,South East,25-34,Female,"SSO help needed.",Neutral,,"sso;setup;help;orbit_id"
ND-2025-001938,2026-01-01T00:00:00Z,2025-10-28T09:05:30Z,email,service_request,other,partnership_request,Low,48.0,25.0,30.0,solved,answered,false,support,"",0,Free,London,35-44,Male,"Partnership inquiry.",Positive,,"partnership;sales;inquiry"
ND-2025-001939,2026-01-01T00:00:00Z,2025-10-28T11:45:10Z,in_app,service_request,security_privacy,gdpr_request,Medium,24.0,18.0,21.0,solved,answered,false,security,"",5,Standard,Yorkshire,25-34,Female,"Delete my data.",Neutral,,"gdpr;closure;data;privacy"
ND-2025-001940,2026-01-01T00:00:00Z,2025-10-29T13:20:50Z,email,incident,account_admin,org_settings,Low,48.0,40.0,42.0,solved,fixed,false,support,"",11,Pro,North West,45-54,Male,"Settings not saving.",Negative,3,"settings;bug;save_error;admin"
ND-2025-001941,2026-01-01T00:00:00Z,2025-10-30T08:50:25Z,webchat,service_request,access_permissions,locked_out,High,8.0,1.5,3.0,solved,fixed,false,support,"",3,Standard,London,25-34,Female,"Locked out.",Negative,4,"locked_out;login;orbit_id;error"
ND-2025-001942,2026-01-01T00:00:00Z,2025-10-30T10:35:44Z,email,service_request,security_privacy,mfa_policy,Medium,24.0,5.0,9.0,solved,duplicate,false,support,"",19,Pro,East of England,35-44,Male,"MFA complaint.",Negative,2,"mfa;policy;complaint;orbit_id"
ND-2025-001943,2026-01-01T00:00:00Z,2025-10-30T14:10:15Z,phone,incident,security_privacy,suspicious_activity,Urgent,4.0,0.5,1.0,solved,fixed,true,security,engineering,30,Enterprise,London,45-54,Female,"Unauthorized access detected.",Negative,5,"suspicious_login;security;breach;urgent"
ND-2025-001944,2026-01-01T00:00:00Z,2025-10-31T09:25:55Z,email,service_request,account_admin,notification_settings,Low,48.0,38.0,40.0,solved,answered,false,support,"",8,Standard,South West,25-34,Male,"Stop emails.",Neutral,3,"notifications;spam;email_prefs"
ND-2025-001945,2026-01-01T00:00:00Z,2025-10-31T11:00:30Z,webchat,service_request,access_permissions,role_assignment,Medium,24.0,6.0,12.0,solved,answered,false,support,"",15,Pro,London,35-44,Female,"Role permissions query.",Neutral,5,"role_assignment;permissions;admin;help"
ND-2025-001946,2026-01-01T00:00:00Z,2025-10-31T13:45:10Z,in_app,service_request,other,wrong_number,Low,48.0,1.0,1.2,solved,cancelled,false,support,"",0,Free,Wales,18-24,Male,"wrong number",Neutral,,"other;miscellaneous"
ND-2025-001947,2026-01-01T00:00:00Z,2025-10-31T15:20:44Z,email,incident,security_privacy,vulnerability_disclosure,High,8.0,2.0,6.5,solved,fixed,true,security,engineering,22,Enterprise,Scotland,25-34,Female,"XSS found.",Negative,,"vulnerability;xss;security;bug"
ND-2025-001948,2026-01-01T00:00:00Z,2025-10-31T16:30:20Z,email,service_request,account_admin,audit_log_request,Medium,24.0,20.0,24.0,solved,answered,false,support,"",40,Pro,North East,45-54,Male,"Logs needed.",Neutral,4,"audit_log;export;admin;security"
ND-2025-001949,2026-01-01T00:00:00Z,2025-10-31T17:10:05Z,webchat,incident,access_permissions,sso_setup,Medium,24.0,9.0,14.0,solved,workaround,false,support,"",12,Standard,London,35-44,Female,"SSO broken.",Negative,3,"sso;bug;login;orbit_id"
