case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-000501,2026-01-01T00:00:00Z,2025-03-19T13:55:30Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.5,19.0,solved,answered,false,billing,"",14,Pro,Yorkshire,35-44,M,"VAT invoice please","Neutral",5,"vat;invoice;request"
ND-2025-000502,2026-01-01T00:00:00Z,2025-03-19T15:30:55Z,email,incident,other,spam,Low,48.0,32.0,47.0,solved,cancelled,false,operations,"",0,Free,North West,,"Lottery winner notification","Neutral","","spam;miscellaneous"
ND-2025-000503,2026-01-01T00:00:00Z,2025-03-20T09:05:20Z,email,service_request,account_admin,data_retention,Low,48.0,8.5,30.5,solved,answered,false,operations,"",28,Enterprise,London,45-54,F,"Query about data retention","Neutral",5,"retention;gdpr;data"
ND-2025-000504,2026-01-01T00:00:00Z,2025-03-20T10:40:45Z,email,incident,billing_payments,invoice_error,High,8.0,2.8,7.5,solved,fixed,true,billing,billing,11,Pro,South West,25-34,M,"Invoice amount is wrong","Negative",3,"invoice;error;billing"
ND-2025-000505,2026-01-01T00:00:00Z,2025-03-20T12:15:10Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,4.0,21.5,solved,answered,false,billing,"",16,Pro,Wales,35-44,F,"VAT receipt thanks","Neutral",5,"vat;invoice;request"
ND-2025-000506,2026-01-01T00:00:00Z,2025-03-20T13:50:35Z,email,incident,bug,app_crash,Urgent,4.0,1.0,3.0,solved,fixed,true,engineering,engineering,20,Enterprise,London,45-54,M,"App crashing on login","Negative",2,"app_crash;login;urgent"
ND-2025-000507,2026-01-01T00:00:00Z,2025-03-20T15:25:00Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,1.5,18.0,solved,answered,false,billing,"",10,Pro,Scotland,25-34,F,"Need VAT invoice","Neutral",5,"vat;invoice;request"
ND-2025-000508,2026-01-01T00:00:00Z,2025-03-21T09:00:25Z,email,incident,other,spam,Low,48.0,38.0,48.8,solved,cancelled,false,operations,"",0,Free,North East,,"Investment opportunity","Neutral","","spam;miscellaneous"
ND-2025-000509,2026-01-01T00:00:00Z,2025-03-21T10:35:50Z,email,service_request,account_admin,user_add_remove,Low,48.0,5.5,27.0,solved,fixed,false,operations,"",8,Standard,East of England,35-44,M,"Delete user from account","Neutral",4,"user_management;admin;deletion"
ND-2025-000510,2026-01-01T00:00:00Z,2025-03-21T12:10:15Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.2,20.0,solved,answered,false,billing,"",19,Pro,London,45-54,F,"VAT receipt please","Neutral",5,"vat;invoice;request"
ND-2025-000511,2026-01-01T00:00:00Z,2025-03-21T13:45:40Z,webchat,incident,bug,ui_glitch,Medium,24.0,2.0,11.5,solved,fixed,false,engineering,"",5,Standard,South East,25-34,M,"Glitch in the matrix on dashboard","Neutral",3,"ui;glitch;dashboard;bug"
ND-2025-000512,2026-01-01T00:00:00Z,2025-03-21T15:20:05Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,4.5,22.5,solved,answered,false,billing,"",13,Pro,North West,35-44,F,"Send VAT receipt","Neutral",5,"vat;invoice;request"
ND-2025-000513,2026-01-01T00:00:00Z,2025-03-22T09:15:30Z,email,incident,billing_payments,payment_failed,High,8.0,2.2,6.5,solved,fixed,false,billing,"",24,Enterprise,London,45-54,M,"Payment failed but card is good","Negative",2,"payment;failed;credit_card"
ND-2025-000514,2026-01-01T00:00:00Z,2025-03-22T10:50:55Z,email,service_request,account_admin,org_settings,Medium,24.0,1.8,23.0,solved,fixed,false,operations,"",9,Pro,South West,25-34,F,"Update billing address","Neutral",5,"org_settings;billing;admin"
ND-2025-000515,2026-01-01T00:00:00Z,2025-03-22T12:25:20Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.0,19.2,solved,answered,false,billing,"",15,Pro,Wales,35-44,M,"VAT invoice needed","Neutral",5,"vat;invoice;request"
ND-2025-000516,2026-01-01T00:00:00Z,2025-03-22T14:00:45Z,email,incident,bug,export_bug,Medium,24.0,5.0,25.5,open,"",true,engineering,engineering,21,Pro,East Midlands,45-54,F,"CSV export is empty","Negative","","export;bug;csv;empty"
ND-2025-000517,2026-01-01T00:00:00Z,2025-03-22T15:35:10Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.5,18.8,solved,answered,false,billing,"",12,Pro,London,25-34,M,"VAT receipt thanks","Neutral",5,"vat;invoice;request"
ND-2025-000518,2026-01-01T00:00:00Z,2025-03-23T09:10:35Z,email,incident,other,spam,Low,48.0,40.0,48.5,solved,cancelled,false,operations,"",0,Free,Yorkshire,,"Claim your prize","Neutral","","spam;miscellaneous"
ND-2025-000519,2026-01-01T00:00:00Z,2025-03-23T10:45:00Z,email,service_request,account_admin,notification_settings,Low,48.0,7.0,29.0,solved,fixed,false,operations,"",6,Standard,North East,35-44,F,"Turn off notifications","Neutral",4,"notifications;email_prefs"
ND-2025-000520,2026-01-01T00:00:00Z,2025-03-23T12:20:25Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.8,20.5,solved,answered,false,billing,"",18,Pro,London,45-54,M,"VAT invoice for March","Neutral",5,"vat;invoice;request"
ND-2025-000521,2026-01-01T00:00:00Z,2025-03-23T13:55:50Z,email,incident,bug,browser_compatibility,Low,48.0,16.0,42.0,solved,workaround,false,engineering,"",4,Standard,South East,25-34,F,"Firefox display issue","Neutral",3,"firefox;browser;ui;bug"
ND-2025-000522,2026-01-01T00:00:00Z,2025-03-23T15:30:15Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.1,19.5,solved,answered,false,billing,"",14,Pro,North West,35-44,M,"VAT receipt please","Neutral",5,"vat;invoice;request"
ND-2025-000523,2026-01-01T00:00:00Z,2025-03-24T09:05:40Z,email,incident,billing_payments,invoice_error,High,8.0,3.5,8.0,solved,fixed,true,billing,billing,25,Enterprise,London,45-54,F,"Invoice total is incorrect","Negative",2,"invoice;error;total"
ND-2025-000524,2026-01-01T00:00:00Z,2025-03-24T10:40:05Z,email,service_request,account_admin,user_add_remove,Low,48.0,6.0,28.5,solved,fixed,false,operations,"",7,Standard,Scotland,25-34,M,"Add user to Polaris","Neutral",5,"user_management;polaris;admin"
ND-2025-000525,2026-01-01T00:00:00Z,2025-03-24T12:15:30Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,4.2,21.0,solved,answered,false,billing,"",20,Pro,South West,35-44,F,"VAT receipt needed","Neutral",5,"vat;invoice;request"
ND-2025-000526,2026-01-01T00:00:00Z,2025-03-24T13:50:55Z,webchat,incident,other,spam,Low,48.0,0.5,1.0,solved,cancelled,false,operations,"",0,Free,East Midlands,,"Click here for free gift","Neutral","","spam;miscellaneous"
ND-2025-000527,2026-01-01T00:00:00Z,2025-03-24T15:25:20Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.8,19.8,solved,answered,false,billing,"",11,Pro,London,45-54,M,"VAT receipt thanks","Neutral",5,"vat;invoice;request"
ND-2025-000528,2026-01-01T00:00:00Z,2025-03-25T09:00:45Z,email,incident,bug,mobile_issue,Medium,24.0,3.0,12.0,solved,fixed,false,engineering,"",9,Standard,Wales,25-34,F,"Mobile app not syncing","Negative",3,"mobile;sync;bug"
ND-2025-000529,2026-01-01T00:00:00Z,2025-03-25T10:35:10Z,email,service_request,account_admin,audit_log_request,Medium,24.0,5.8,23.5,open,"",false,operations,"",22,Enterprise,London,35-44,M,"Audit log request for compliance","Neutral","","audit_log;compliance;admin"
ND-2025-000530,2026-01-01T00:00:00Z,2025-03-25T12:10:35Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.5,20.2,solved,answered,false,billing,"",16,Pro,Yorkshire,45-54,F,"VAT invoice required","Neutral",5,"vat;invoice;request"
ND-2025-000531,2026-01-01T00:00:00Z,2025-03-25T13:45:00Z,email,incident,billing_payments,duplicate_charge,High,8.0,1.8,6.0,solved,refunded,false,billing,"",3,Pro,North East,25-34,M,"Charged twice this month","Negative",1,"duplicate_charge;refund;error"
ND-2025-000532,2026-01-01T00:00:00Z,2025-03-25T15:20:25Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.2,18.5,solved,answered,false,billing,"",13,Pro,South East,35-44,F,"VAT receipt please","Neutral",5,"vat;invoice;request"
ND-2025-000533,2026-01-01T00:00:00Z,2025-03-26T09:15:50Z,email,incident,bug,ui_glitch,Medium,24.0,4.5,13.5,solved,fixed,false,engineering,"",6,Standard,North West,45-54,M,"Dashboard layout is broken","Neutral",3,"ui;glitch;dashboard;bug"
ND-2025-000534,2026-01-01T00:00:00Z,2025-03-26T10:50:15Z,email,service_request,account_admin,org_settings,Low,48.0,1.5,25.0,solved,fixed,false,operations,"",8,Pro,London,25-34,F,"Update company email","Neutral",5,"org_settings;email_prefs;admin"
ND-2025-000535,2026-01-01T00:00:00Z,2025-03-26T12:25:40Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.8,21.5,solved,answered,false,billing,"",19,Pro,South West,35-44,M,"VAT receipt needed","Neutral",5,"vat;invoice;request"
ND-2025-000536,2026-01-01T00:00:00Z,2025-03-26T14:00:05Z,phone,incident,other,spam,Low,48.0,0.8,1.8,solved,cancelled,false,operations,"",0,Free,East of England,,"Car warranty expiration","Neutral","","spam;miscellaneous"
ND-2025-000537,2026-01-01T00:00:00Z,2025-03-26T15:35:30Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.5,19.2,solved,answered,false,billing,"",12,Pro,London,45-54,F,"VAT receipt thanks","Neutral",5,"vat;invoice;request"
ND-2025-000538,2026-01-01T00:00:00Z,2025-03-27T09:10:55Z,email,incident,billing_payments,payment_failed,Urgent,4.0,1.0,3.5,solved,fixed,true,billing,billing,28,Enterprise,Scotland,35-44,M,"Critical payment failure notice","Negative",1,"payment;failed;urgent;notice"
ND-2025-000539,2026-01-01T00:00:00Z,2025-03-27T10:45:20Z,email,service_request,account_admin,user_add_remove,Low,48.0,5.2,27.5,solved,fixed,false,operations,"",5,Standard,Wales,25-34,F,"Add user to account","Neutral",5,"user_management;admin"
ND-2025-000540,2026-01-01T00:00:00Z,2025-03-27T12:20:45Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.2,20.0,solved,answered,false,billing,"",15,Pro,London,45-54,M,"VAT invoice please","Neutral",5,"vat;invoice;request"
ND-2025-000541,2026-01-01T00:00:00Z,2025-03-27T13:55:10Z,email,incident,bug,broken_link,Medium,24.0,6.0,15.5,solved,fixed,false,engineering,"",7,Standard,East Midlands,35-44,F,"Help link goes nowhere","Neutral",4,"broken_link;help;bug"
ND-2025-000542,2026-01-01T00:00:00Z,2025-03-27T15:30:35Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.0,18.5,solved,answered,false,billing,"",11,Pro,Yorkshire,25-34,M,"VAT receipt thanks","Neutral",5,"vat;invoice;request"
ND-2025-000543,2026-01-01T00:00:00Z,2025-03-28T09:05:00Z,email,incident,bug,export_bug,High,8.0,2.8,7.2,open,"",true,engineering,engineering,22,Enterprise,London,45-54,F,"Report export failing consistently","Negative",2,"export;fail;bug;report"
ND-2025-000544,2026-01-01T00:00:00Z,2025-03-28T10:40:25Z,email,service_request,billing_payments,refund_request,Medium,24.0,4.5,21.0,solved,workaround,false,billing,"",4,Standard,South East,35-44,M,"Refund for downtime","Neutral",3,"refund;downtime;request"
ND-2025-000545,2026-01-01T00:00:00Z,2025-03-28T12:15:50Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.5,20.8,solved,answered,false,billing,"",18,Pro,North East,25-34,F,"VAT receipt needed","Neutral",5,"vat;invoice;request"
ND-2025-000546,2026-01-01T00:00:00Z,2025-03-28T13:50:15Z,webchat,incident,other,spam,Low,48.0,0.3,0.8,solved,cancelled,false,operations,"",0,Free,North West,,"Dating site promotion","Neutral","","spam;miscellaneous"
ND-2025-000547,2026-01-01T00:00:00Z,2025-03-28T15:25:40Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.5,19.2,solved,answered,false,billing,"",14,Pro,London,45-54,M,"Send VAT receipt","Neutral",5,"vat;invoice;request"
ND-2025-000548,2026-01-01T00:00:00Z,2025-03-29T09:00:05Z,email,incident,bug,screen_freeze,High,8.0,2.2,6.8,solved,fixed,false,engineering,"",8,Standard,South West,35-44,F,"Screen frozen on loading","Negative",3,"screen_freeze;loading;bug"
ND-2025-000549,2026-01-01T00:00:00Z,2025-03-29T10:35:30Z,email,service_request,account_admin,billing_contact_update,Medium,24.0,1.2,22.0,solved,fixed,false,operations,"",10,Pro,Wales,25-34,M,"Change billing contact","Neutral",5,"billing;contact;admin"
ND-2025-000550,2026-01-01T00:00:00Z,2025-03-29T12:10:55Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.8,20.5,solved,answered,false,billing,"",16,Pro,London,45-54,F,"VAT receipt please","Neutral",5,"vat;invoice;request"
ND-2025-000551,2026-01-01T00:00:00Z,2025-03-29T13:45:20Z,email,incident,billing_payments,invoice_error,High,8.0,3.0,7.5,solved,fixed,true,billing,billing,24,Enterprise,Scotland,35-44,M,"Invoice error needs fixing","Negative",2,"invoice;error;urgent"
ND-2025-000552,2026-01-01T00:00:00Z,2025-03-29T15:20:45Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.0,18.8,solved,answered,false,billing,"",13,Pro,East Midlands,25-34,F,"VAT receipt thanks","Neutral",5,"vat;invoice;request"
ND-2025-000553,2026-01-01T00:00:00Z,2025-03-30T09:15:10Z,email,incident,other,spam,Low,48.0,35.0,47.5,solved,cancelled,false,operations,"",0,Free,London,,"Make money fast","Neutral","","spam;miscellaneous"
ND-2025-000554,2026-01-01T00:00:00Z,2025-03-30T10:50:35Z,email,service_request,account_admin,user_add_remove,Low,48.0,5.5,28.2,solved,fixed,false,operations,"",6,Standard,Yorkshire,45-54,M,"Add user to Polaris","Neutral",5,"user_management;polaris;admin"
ND-2025-000555,2026-01-01T00:00:00Z,2025-03-30T12:25:00Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.2,20.2,solved,answered,false,billing,"",19,Pro,North East,35-44,F,"VAT receipt required","Neutral",5,"vat;invoice;request"
ND-2025-000556,2026-01-01T00:00:00Z,2025-03-30T14:00:25Z,email,incident,bug,ui_glitch,Medium,24.0,4.0,13.0,solved,fixed,false,engineering,"",9,Standard,North West,25-34,M,"UI glitch on dashboard","Neutral",3,"ui;glitch;dashboard;bug"
ND-2025-000557,2026-01-01T00:00:00Z,2025-03-30T15:35:50Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.5,19.5,solved,answered,false,billing,"",12,Pro,South East,45-54,F,"VAT receipt thanks","Neutral",5,"vat;invoice;request"
ND-2025-000558,2026-01-01T00:00:00Z,2025-03-31T09:00:15Z,email,incident,billing_payments,payment_failed,High,8.0,1.5,5.8,solved,fixed,false,billing,"",26,Enterprise,London,35-44,M,"Payment failed on account","Negative",2,"payment;failed;account"
ND-2025-000559,2026-01-01T00:00:00Z,2025-03-31T10:35:40Z,email,service_request,account_admin,org_settings,Medium,24.0,1.2,22.5,solved,fixed,false,operations,"",11,Pro,South West,25-34,F,"Update company info","Neutral",5,"org_settings;admin;info"
ND-2025-000560,2026-01-01T00:00:00Z,2025-03-31T12:10:05Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.5,21.0,solved,answered,false,billing,"",17,Pro,Wales,45-54,M,"VAT receipt please","Neutral",5,"vat;invoice;request"
ND-2025-000561,2026-01-01T00:00:00Z,2025-03-31T13:45:30Z,email,incident,bug,broken_link,Low,48.0,12.0,36.0,solved,fixed,false,engineering,"",5,Standard,London,35-44,F,"Broken link in footer","Neutral",4,"broken_link;footer;bug"
ND-2025-000562,2026-01-01T00:00:00Z,2025-03-31T15:20:55Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.2,19.0,solved,answered,false,billing,"",14,Pro,East of England,25-34,M,"Send VAT receipt","Neutral",5,"vat;invoice;request"
ND-2025-000563,2026-01-01T00:00:00Z,2025-03-31T16:55:20Z,webchat,incident,other,spam,Low,48.0,0.4,0.9,solved,cancelled,false,operations,"",0,Free,Scotland,,"Free bitcoin","Neutral","","spam;miscellaneous"
ND-2025-000564,2026-01-01T00:00:00Z,2025-03-01T08:30:15Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,4.2,22.0,solved,answered,false,billing,"",16,Pro,Yorkshire,45-54,F,"VAT receipt needed","Neutral",5,"vat;invoice;request"
ND-2025-000565,2026-01-01T00:00:00Z,2025-03-01T10:05:40Z,email,service_request,account_admin,user_add_remove,Low,48.0,5.8,28.0,solved,fixed,false,operations,"",7,Standard,North West,35-44,M,"Add user to dashboard","Neutral",5,"user_management;dashboard;admin"
ND-2025-000566,2026-01-01T00:00:00Z,2025-03-01T11:40:05Z,email,incident,bug,export_bug,Medium,24.0,3.5,14.0,solved,fixed,false,engineering,"",20,Enterprise,London,25-34,F,"Export function not working","Negative",3,"export;bug;function"
ND-2025-000567,2026-01-01T00:00:00Z,2025-03-01T13:15:30Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.8,19.5,solved,answered,false,billing,"",12,Pro,South East,45-54,M,"VAT receipt thanks","Neutral",5,"vat;invoice;request"
ND-2025-000568,2026-01-01T00:00:00Z,2025-03-01T14:50:55Z,email,incident,billing_payments,invoice_error,High,8.0,1.8,6.5,solved,fixed,false,billing,"",23,Enterprise,East Midlands,35-44,F,"Invoice mismatch on account","Negative",2,"invoice;mismatch;error"
ND-2025-000569,2026-01-01T00:00:00Z,2025-03-02T09:25:20Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.8,20.8,solved,answered,false,billing,"",15,Pro,Wales,25-34,M,"VAT receipt please","Neutral",5,"vat;invoice;request"
ND-2025-000570,2026-01-01T00:00:00Z,2025-03-02T11:00:45Z,email,incident,other,spam,Low,48.0,45.0,49.0,solved,cancelled,false,operations,"",0,Free,North East,,"Cheap loans apply now","Neutral","","spam;miscellaneous"
ND-2025-000571,2026-01-01T00:00:00Z,2025-03-02T12:35:10Z,email,service_request,account_admin,billing_contact_update,Medium,24.0,1.5,21.5,solved,fixed,false,operations,"",10,Pro,London,45-54,F,"Update billing email","Neutral",5,"billing;email_prefs;admin"
ND-2025-000572,2026-01-01T00:00:00Z,2025-03-02T14:10:35Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.5,19.0,solved,answered,false,billing,"",13,Pro,South West,35-44,M,"VAT receipt thanks","Neutral",5,"vat;invoice;request"
ND-2025-000573,2026-01-01T00:00:00Z,2025-03-03T09:45:00Z,email,incident,bug,ui_glitch,Medium,24.0,4.2,13.2,solved,fixed,false,engineering,"",8,Standard,Scotland,25-34,F,"Display error on chart","Neutral",3,"ui;glitch;chart;bug"
ND-2025-000574,2026-01-01T00:00:00Z,2025-03-03T11:20:25Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.2,20.0,solved,answered,false,billing,"",18,Pro,London,45-54,M,"VAT invoice needed","Neutral",5,"vat;invoice;request"
ND-2025-000575,2026-01-01T00:00:00Z,2025-03-03T12:55:50Z,email,incident,billing_payments,payment_failed,Urgent,4.0,0.8,3.0,solved,fixed,true,billing,billing,29,Enterprise,Yorkshire,35-44,F,"Payment issue urgent","Negative",1,"payment;issue;urgent"
ND-2025-000576,2026-01-01T00:00:00Z,2025-03-03T14:30:15Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.0,18.5,solved,answered,false,billing,"",11,Pro,East of England,25-34,M,"Send VAT receipt","Neutral",5,"vat;invoice;request"
ND-2025-000577,2026-01-01T00:00:00Z,2025-03-04T10:05:40Z,email,service_request,account_admin,user_add_remove,Low,48.0,6.2,29.0,solved,fixed,false,operations,"",6,Standard,London,45-54,F,"Add colleague to Polaris","Neutral",5,"user_management;polaris;admin"
ND-2025-000578,2026-01-01T00:00:00Z,2025-03-04T11:40:05Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.5,21.0,solved,answered,false,billing,"",16,Pro,North West,35-44,M,"VAT receipt please","Neutral",5,"vat;invoice;request"
ND-2025-000579,2026-01-01T00:00:00Z,2025-03-04T13:15:30Z,email,incident,other,spam,Low,48.0,0.6,1.2,solved,cancelled,false,operations,"",0,Free,Wales,,"Verify your account","Neutral","","spam;miscellaneous"
ND-2025-000580,2026-01-01T00:00:00Z,2025-03-04T14:50:55Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.8,19.5,solved,answered,false,billing,"",14,Pro,London,25-34,F,"VAT receipt thanks","Neutral",5,"vat;invoice;request"
ND-2025-000581,2026-01-01T00:00:00Z,2025-03-05T09:25:20Z,email,incident,bug,browser_compatibility,Low,48.0,14.0,38.0,solved,workaround,false,engineering,"",5,Standard,South East,45-54,M,"Browser display issue","Neutral",3,"browser;issue;ui;bug"
ND-2025-000582,2026-01-01T00:00:00Z,2025-03-05T11:00:45Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.8,20.5,solved,answered,false,billing,"",19,Pro,North East,35-44,F,"VAT invoice required","Neutral",5,"vat;invoice;request"
ND-2025-000583,2026-01-01T00:00:00Z,2025-03-05T12:35:10Z,email,incident,billing_payments,duplicate_charge,High,8.0,1.8,6.2,solved,refunded,false,billing,"",4,Pro,South West,25-34,M,"Duplicate billing error","Negative",2,"duplicate_charge;error;billing"
ND-2025-000584,2026-01-01T00:00:00Z,2025-03-05T14:10:35Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.2,18.8,solved,answered,false,billing,"",12,Pro,London,45-54,F,"VAT receipt please","Neutral",5,"vat;invoice;request"
ND-2025-000585,2026-01-01T00:00:00Z,2025-03-06T09:45:00Z,email,service_request,account_admin,data_retention,Low,48.0,8.0,30.0,solved,answered,false,operations,"",25,Enterprise,East Midlands,35-44,M,"Data retention query","Neutral",5,"retention;data;admin"
ND-2025-000586,2026-01-01T00:00:00Z,2025-03-06T11:20:25Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.0,19.8,solved,answered,false,billing,"",15,Pro,Scotland,25-34,F,"Send VAT receipt","Neutral",5,"vat;invoice;request"
ND-2025-000587,2026-01-01T00:00:00Z,2025-03-06T12:55:50Z,email,incident,bug,mobile_issue,Medium,24.0,2.5,12.5,solved,fixed,false,engineering,"",9,Standard,London,45-54,M,"Mobile view broken","Neutral",3,"mobile;broken;bug"
ND-2025-000588,2026-01-01T00:00:00Z,2025-03-06T14:30:15Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,4.0,21.0,solved,answered,false,billing,"",17,Pro,Yorkshire,35-44,F,"VAT receipt needed","Neutral",5,"vat;invoice;request"
ND-2025-000589,2026-01-01T00:00:00Z,2025-03-07T10:05:40Z,email,incident,other,spam,Low,48.0,0.5,1.0,solved,cancelled,false,operations,"",0,Free,North West,,"Urgent business proposal","Neutral","","spam;miscellaneous"
ND-2025-000590,2026-01-01T00:00:00Z,2025-03-07T11:40:05Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,2.8,19.2,solved,answered,false,billing,"",13,Pro,London,25-34,M,"VAT receipt thanks","Neutral",5,"vat;invoice;request"
ND-2025-000591,2026-01-01T00:00:00Z,2025-03-07T13:15:30Z,email,incident,billing_payments,invoice_error,High,8.0,2.5,7.0,solved,fixed,true,billing,billing,21,Enterprise,South East,45-54,F,"Invoice calculation wrong","Negative",2,"invoice;calculation;error"
ND-2025-000592,2026-01-01T00:00:00Z,2025-03-07T14:50:55Z,email,service_request,account_admin,user_add_remove,Low,48.0,5.0,27.5,solved,fixed,false,operations,"",8,Standard,Wales,35-44,M,"Add user to team","Neutral",5,"user_management;team;admin"
ND-2025-000593,2026-01-01T00:00:00Z,2025-03-07T16:25:20Z,email,service_request,billing_payments,vat_receipt,Medium,24.0,3.5,20.5,solved,answered,false,billing,"",16,Pro,London,25-34,F,"VAT receipt please","Neutral",5,"vat;invoice;request"
ND-2025-000594,2026-01-01T00:00:00Z,2025-03-07T17:00:45Z,email,incident,bug,export_bug,Medium,24.0,4.5,14.5,open,"",true,engineering,engineering,19,Enterprise,East Midlands,45-54,M,"Export failed on report","Negative","","export;failed;report;bug"
